"","Country","BattleDeaths","InterpersonalInjuries","PolStability","Voice","GovEffect","RegQuality","RuleofLaw","Corruption","BirthRegistration","IC.BUS.EASE.XQ","BLeducationyears","tenyearavg","SI.POV.GINI","Health.Care.Capabilities","WorldRiskIndex"
"338","Sudan",1269,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,186,NA,NA,35.29,1,8.08
"339","Sudan",1269,271.9,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,186,2.53,7.34209090909091,35.29,1,8.08
"340","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,186,NA,7.34209090909091,35.29,1,8.08
"341","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,186,NA,7.34209090909091,35.29,1,8.08
"342","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,186,2.53,NA,35.29,1,8.08
"343","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,186,2.53,NA,35.29,1,8.08
"344","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,186,2.53,7.34209090909091,35.29,1,8.08
"345","Sudan",1269,271.9,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,186,2.53,NA,35.29,1,8.08
"346","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,160,NA,NA,35.29,1,8.08
"347","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,160,NA,NA,35.29,1,8.08
"348","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,160,NA,7.34209090909091,35.29,1,8.08
"349","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,160,NA,7.34209090909091,35.29,1,8.08
"350","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,160,2.53,NA,35.29,1,8.08
"351","Sudan",1269,271.9,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,160,2.53,NA,35.29,1,8.08
"352","Sudan",1269,271.9,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,160,2.53,NA,35.29,1,8.08
"353","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,160,2.53,7.34209090909091,35.29,1,8.08
"354","Sudan",1269,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,160,NA,NA,35.29,1,8.08
"355","Sudan",1269,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,160,NA,NA,35.29,1,8.08
"356","Sudan",1269,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,160,NA,7.34209090909091,35.29,1,8.08
"357","Sudan",1269,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,160,NA,7.34209090909091,35.29,1,8.08
"358","Sudan",1269,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,160,2.53,NA,35.29,1,8.08
"359","Sudan",1269,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,160,2.53,NA,35.29,1,8.08
"360","Sudan",1269,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,160,2.53,7.34209090909091,35.29,1,8.08
"361","Sudan",1269,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,160,2.53,7.34209090909091,35.29,1,8.08
"362","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,160,NA,NA,35.29,1,8.08
"363","Sudan",1269,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,186,NA,NA,35.29,1,8.08
"364","Sudan",1269,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,186,NA,NA,35.29,1,8.08
"365","Sudan",1269,271.9,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,160,NA,NA,35.29,1,8.08
"366","Sudan",1269,271.9,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,160,NA,NA,35.29,1,8.08
"367","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,160,2.53,NA,35.29,1,8.08
"368","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,160,2.53,7.34209090909091,35.29,1,8.08
"369","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,160,2.53,7.34209090909091,35.29,1,8.08
"370","Sudan",1269,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,186,2.53,7.34209090909091,35.29,1,8.08
"371","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,186,NA,NA,35.29,1,8.08
"372","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,186,NA,7.34209090909091,35.29,1,8.08
"373","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,186,NA,7.34209090909091,35.29,1,8.08
"374","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,186,2.53,NA,35.29,1,8.08
"375","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,186,2.53,NA,35.29,1,8.08
"376","Sudan",576,271.9,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,59,186,2.53,7.34209090909091,35.29,1,8.08
"377","Sudan",576,271.9,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,59,186,2.53,7.34209090909091,35.29,1,8.08
"378","Sudan",1269,271.9,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,160,NA,NA,35.29,1,8.08
"379","Sudan",1269,271.9,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,160,NA,NA,35.29,1,8.08
"380","Sudan",1269,271.9,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,160,NA,7.34209090909091,35.29,1,8.08
"381","Sudan",1269,271.9,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,160,NA,7.34209090909091,35.29,1,8.08
"382","Sudan",576,271.9,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,59,160,2.53,NA,35.29,1,8.08
"383","Sudan",576,271.9,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,59,160,2.53,NA,35.29,1,8.08
"384","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,160,2.53,7.34209090909091,35.29,1,8.08
"385","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,160,2.53,7.34209090909091,35.29,1,8.08
"386","Sudan",576,271.9,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,186,NA,NA,35.29,1,8.08
"387","Sudan",576,271.9,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,186,NA,NA,35.29,1,8.08
"388","Sudan",576,271.9,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,186,NA,7.34209090909091,35.29,1,8.08
"389","Sudan",576,271.9,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,186,NA,7.34209090909091,35.29,1,8.08
"390","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,59,186,2.53,NA,35.29,1,8.08
"391","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,59,186,2.53,NA,35.29,1,8.08
"392","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,59,186,2.53,7.34209090909091,35.29,1,8.08
"393","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,59,186,2.53,7.34209090909091,35.29,1,8.08
"394","Sudan",576,271.9,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,160,NA,NA,35.29,1,8.08
"395","Sudan",576,271.9,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,160,NA,NA,35.29,1,8.08
"396","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,59,160,NA,7.34209090909091,35.29,1,8.08
"397","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,59,160,NA,7.34209090909091,35.29,1,8.08
"398","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,59,160,2.53,NA,35.29,1,8.08
"399","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,59,160,2.53,NA,35.29,1,8.08
"400","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,59,160,2.53,7.34209090909091,35.29,1,8.08
"401","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,59,160,2.53,7.34209090909091,35.29,1,8.08
"402","Sudan",576,271.9,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,186,NA,NA,35.29,1,8.08
"403","Sudan",576,271.9,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,186,NA,NA,35.29,1,8.08
"404","Sudan",576,271.9,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,186,NA,7.34209090909091,35.29,1,8.08
"405","Sudan",576,271.9,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,186,NA,7.34209090909091,35.29,1,8.08
"406","Sudan",576,271.9,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,186,2.53,NA,35.29,1,8.08
"407","Sudan",576,271.9,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,186,2.53,NA,35.29,1,8.08
"408","Sudan",576,271.9,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,186,2.53,7.34209090909091,35.29,1,8.08
"409","Sudan",576,271.9,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,186,2.53,7.34209090909091,35.29,1,8.08
"410","Sudan",1269,271.9,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,59,186,NA,NA,35.29,1,8.08
"411","Sudan",1269,271.9,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,59,186,NA,NA,35.29,1,8.08
"412","Sudan",576,271.9,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,160,NA,7.34209090909091,35.29,1,8.08
"413","Sudan",576,271.9,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,160,NA,7.34209090909091,35.29,1,8.08
"414","Sudan",576,271.9,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,160,2.53,NA,35.29,1,8.08
"415","Sudan",576,271.9,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,160,2.53,NA,35.29,1,8.08
"416","Sudan",576,271.9,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,160,2.53,7.34209090909091,35.29,1,8.08
"417","Sudan",576,271.9,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,160,2.53,7.34209090909091,35.29,1,8.08
"418","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,186,NA,NA,35.29,1,8.08
"419","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,186,NA,NA,35.29,1,8.08
"420","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,186,NA,7.34209090909091,35.29,1,8.08
"421","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,186,NA,7.34209090909091,35.29,1,8.08
"422","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,186,2.53,NA,35.29,1,8.08
"423","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,186,2.53,NA,35.29,1,8.08
"424","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,186,2.53,7.34209090909091,35.29,1,8.08
"425","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,186,2.53,7.34209090909091,35.29,1,8.08
"426","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,160,NA,NA,35.29,1,8.08
"427","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,160,NA,NA,35.29,1,8.08
"428","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,160,NA,7.34209090909091,35.29,1,8.08
"429","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,160,NA,7.34209090909091,35.29,1,8.08
"430","Sudan",576,271.9,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,160,NA,NA,35.29,1,8.08
"431","Sudan",576,271.9,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,160,NA,NA,35.29,1,8.08
"432","Sudan",576,271.9,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,160,NA,7.34209090909091,35.29,1,8.08
"433","Sudan",576,271.9,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,160,NA,7.34209090909091,35.29,1,8.08
"434","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,59,186,NA,7.34209090909091,35.29,1,8.08
"435","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,59,186,NA,7.34209090909091,35.29,1,8.08
"436","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,160,NA,7.34209090909091,35.29,1,8.08
"437","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,160,NA,7.34209090909091,35.29,1,8.08
"438","Sudan",576,271.9,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,160,NA,NA,35.29,1,8.08
"439","Sudan",576,271.9,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,160,NA,NA,35.29,1,8.08
"440","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,59,186,NA,NA,35.29,1,8.08
"441","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,59,186,NA,NA,35.29,1,8.08
"442","Sudan",576,271.9,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,186,NA,7.34209090909091,35.29,1,8.08
"443","Sudan",576,271.9,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,186,NA,7.34209090909091,35.29,1,8.08
"444","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,186,NA,NA,35.29,1,8.08
"445","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,186,NA,NA,35.29,1,8.08
"446","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,59,160,NA,NA,35.29,1,8.08
"447","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,59,160,NA,NA,35.29,1,8.08
"448","Sudan",576,271.9,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,160,2.53,7.34209090909091,35.29,1,8.08
"449","Sudan",576,271.9,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,160,2.53,7.34209090909091,35.29,1,8.08
"450","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,186,2.53,7.34209090909091,35.29,1,8.08
"451","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,186,2.53,7.34209090909091,35.29,1,8.08
"452","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,160,2.53,NA,35.29,1,8.08
"453","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,160,2.53,NA,35.29,1,8.08
"454","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,160,NA,NA,35.29,1,8.08
"455","Sudan",576,271.9,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,160,2.53,NA,35.29,1,8.08
"456","Sudan",1269,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,186,NA,NA,35.29,1,8.08
"457","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,59,160,2.53,NA,35.29,1,8.08
"458","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,186,2.53,7.34209090909091,35.29,1,8.08
"459","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,160,2.53,NA,35.29,1,8.08
"460","Sudan",576,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,160,NA,7.34209090909091,35.29,1,8.08
"461","Sudan",1269,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,186,NA,NA,35.29,1,8.08
"462","Sudan",576,99,-1.76,-1.41,-1.49,-1.51,-1.44,-1.36,35,160,NA,7.34209090909091,35.29,1,8.08
"463","Sudan",576,99,-2.2,-1.78,-1.53,-1.44,-1.25,-1.49,35,160,2.53,7.34209090909091,35.29,1,8.08
"464","Suriname",NA,1.6,0.16,0.31,0,-0.34,-0.09,-0.38,99,162,NA,4.964,52.88,1,8.42
"465","Svalbard And Jan Mayen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Swaziland",NA,27.2,-0.44,-1.16,-0.44,-0.36,-0.42,-0.34,50,110,3.89,2.26190909090909,51.49,2,7.66
"467","Sweden",NA,6.9,1.13,1.67,1.89,1.89,1.95,2.29,100,11,5.8,2.15972727272727,26.08,5,2.19
"468","Switzerland",NA,4.2,1.37,1.65,1.81,1.63,1.79,2.13,100,20,6.29,1.88072727272727,32.35,5,2.48
"469","Syrian Arab Republic",22752,43.8,-2.68,-1.77,-1.34,-1.61,-1.48,-1.24,96,175,4.64,4.31845454545455,35.78,3,5.58
"470","Taiwan, Province Of China",NA,NA,0.86,0.88,1.19,1.14,1.04,0.68,NA,NA,NA,3.94718181818182,NA,NA,NA
"471","Tajikistan",NA,14.8,-1.14,-1.48,-1.08,-1.07,-1.24,-1.19,88,166,3.97,7.69090909090909,30.77,1,7.17
"472","Tanzania, United Republic Of",NA,390.3,-0.15,-0.23,-0.67,-0.34,-0.5,-0.82,16,131,5.22,7.00154545454545,37.82,2,8.11
"473","Thailand",189,259.8,-1.32,-0.43,0.21,0.21,-0.13,-0.33,99,26,5.25,4.14972727272727,39.37,4,6.38
"474","Timor-Leste",NA,2.8,-0.39,0.05,-1.26,-0.99,-1.27,-0.84,55,172,NA,6.462,30.41,1,16.41
"475","Togo",NA,46.1,-0.43,-0.98,-1.37,-0.95,-1.01,-1.04,78,149,3.55,3.12045454545455,45.96,1,10.47
"476","Tokelau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Tonga",NA,NA,0.97,0.51,-0.2,-0.59,0.08,-0.08,NA,69,5.88,1.15,NA,NA,28.23
"478","Trinidad And Tobago",NA,35.1,0.1,0.44,0.35,0.25,-0.22,-0.35,97,79,6.81,4.76118181818182,40.27,3,7.49
"479","Tunisia",NA,15.7,-0.91,-0.11,0,-0.35,-0.2,-0.15,99,60,4.42,3.73245454545455,35.79,3,5.47
"480","Turkey",30,164.7,-1.19,-0.26,0.37,0.42,0.08,0.11,94,55,4.49,4.95745454545454,40.04,3,5.34
"481","Turkmenistan",NA,40.8,0.17,-2.17,-1.32,-2.12,-1.36,-1.34,NA,NA,NA,12.5865454545455,40.77,2,6.76
"482","Turks And Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Tuvalu",NA,NA,1.32,0.74,-0.65,-1.32,0.49,-0.35,50,NA,NA,1.59172727272727,NA,2,NA
"484","Uganda",100,444.4,-0.84,-0.55,-0.58,-0.24,-0.36,-1.05,30,150,4.42,6.59527272727273,44.55,2,6.69
"485","Ukraine",NA,121.8,-0.76,-0.33,-0.65,-0.64,-0.83,-1.09,100,96,4.99,3.32736363636364,24.82,3,3.11
"486","United Arab Emirates",NA,19.2,0.92,-1.03,1.17,0.78,0.64,1.29,100,22,5.08,4.34763636363636,NA,4,1.91
"487","United Kingdom",NA,34.6,0.48,1.32,1.47,1.77,1.67,1.68,100,8,5.9,1.39990909090909,38.04,5,3.54
"488","United States",38,1032.6,0.61,1.08,1.5,1.26,1.54,1.28,100,7,5.96,1.81709090909091,41.12,5,3.88
"489","Uruguay",NA,10.9,0.81,1.07,0.41,0.52,0.5,1.34,100,82,5.6,4.21009090909091,41.32,3,4
"490","Uzbekistan",NA,62,-0.55,-1.94,-0.94,-1.63,-1.2,-1.23,100,141,NA,7.42727272727273,35.19,2,8.67
"491","Vanuatu",NA,NA,1.19,0.51,-0.21,-0.55,0.28,0.38,43,76,NA,3.30818181818182,NA,2,36.5
"492","Venezuela, Bolivarian Republic Of",NA,893.5,-1.08,-0.95,-1.14,-1.64,-1.79,-1.28,81,182,5.18,4.65527272727273,44.77,4,5.85
"493","Vietnam",NA,183.1,0.22,-1.34,-0.3,-0.65,-0.49,-0.53,95,78,4.03,6.47045454545455,35.62,2,13.09
"494","Virgin Islands, British",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Virgin Islands, U.S.",NA,NA,0.95,0.83,1.27,0.6,0.88,0.82,NA,NA,NA,NA,NA,NA,NA
"496","Wallis And Futuna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"498","Yemen",582,50.8,-2.35,-1.35,-1.2,-0.74,-1.16,-1.2,17,137,2.39,4.28836363636364,35.91,1,6.07
"499","Zambia",NA,101.3,0.39,-0.11,-0.48,-0.47,-0.31,-0.39,14,111,5.76,7.68918181818182,57.49,2,7.61
"500","Zimbabwe",NA,97.3,-0.69,-1.39,-1.14,-1.8,-1.57,-1.37,49,171,5.64,-1.79054545454545,NA,1,10.01
"501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.60590909090909,NA,NA,NA
